人员id,电影id,人员名字,类型
1041105,26873284,埃里克·迪恩,2
1031806,26873284,亚当·鲍德温,2
1341242,26873284,玛丽莎·奈琳,2
1400697,26873284,凯文·迈克尔·马丁,2
1040631,26873284,特拉维斯·范·文克,2
1348421,26873284,查尔斯·帕内尔,2
1400987,26873284,克里斯蒂娜·埃尔莫尔,2
1328451,26873284,约克·西姆斯,2
1400988,26873284,迈克尔·柯伦-多塞诺,2
1339359,26873284,马克斯米利亚诺·赫尔南德斯,2
1400989,26873284,本·赵,2
1006967,26873284,布里吉特·瑞根,2
1325466,26873284,布伦·福斯特,2
1343775,26873284,费伊·马斯特森,2
1036617,26873284,斯蒂文·卡普,2
1364411,26873284,杰米·格雷·海德,2
1255124,26873284,玛依亚拉·沃尔什,2
f8d275f8-6ee5-40fa-9231-caba1bd24812,30305540,林嘉华,0
1360532,30305540,蓝苇华,2
1276078,30305540,潘慧如,2
4c9539c3-2576-4783-8614-7675f7b51892,30305540,吴洪修,2
5729f368-9657-4635-9abc-805e84fc6132,34853423,Carl Joseph Papa,0
f7d1b323-c7f9-40e0-9850-6df1a04fa48f,30258121,所俊克,0
29cce221-ce59-4d32-b1cb-af347fc27cf6,30258121,佐藤裕,1
1402856,30355377,于大雄,0
d181536e-b2bc-44ca-bd06-32152b76c590,30355377,朱琳,1
4383b175-c4f5-4653-a560-2624102804f9,30355377,于大雄,1
1403614,30355377,粱戟,2
661ac8dd-3bad-489b-a6af-b9ae9eeff940,30355377,许敏,2
1403616,30355377,罗子惠,2
1035694,30158827,野岛伸司,1
1343656,30158827,久松郁实,2
1342328,26776530,周琳皓,0
9f965d12-cd9d-464e-bf8f-1d2822b67299,26776530,王雪娇,1
27683e70-c9b6-4e8e-b54d-d6b37bc18c39,26776530,石雨晨,1
049629b4-5efc-424e-a23e-3e198617e2c9,26776530,陆宇星,1
b007d10f-2e26-47ce-895e-ffdd20c97a4b,26776530,褚丽雅,1
bc505950-1e35-4a81-86bc-25a700162d78,26776530,申丽颖,1
bf059f8f-ea3b-4e90-b8da-f674745ea6a5,26776530,孙一鸣,1
86a6323b-0834-4f85-8a5a-06f394cd85b7,26776530,李丽莎,1
a75b4679-89b5-4348-8e39-055b2a7d7ac3,26776530,左煜,1
bb6f9bb0-6c03-4cd4-ad28-dc8862fb40ff,26776530,李论,1
aa06c2b8-88cb-4222-bedc-2fd61a51dd7d,26776530,孙紫嫣,1
65241b16-414a-4462-bf59-27722800802a,26776530,田茂入,1
37fa00ac-37fe-42e0-b230-3c966050c3a9,26776530,令依稀,1
1313231,26776530,梁大维,2
1323727,26776530,张芷溪,2
1332409,26776530,张瑞涵,2
1328675,26776530,艾晓琪,2
1337439,26776530,李汶翰,2
1396613,26776530,金梦杨,2
1351310,26776530,曲少石,2
1318961,30181405,马克·卡曾斯,0
1318961,30181405,马克·卡曾斯,1
1318961,30181405,马克·卡曾斯,2
1165959,30181405,贝翠斯·威尔斯,2
1315293,26101285,管晓杰,0
1315293,26101285,管晓杰,1
1327487,26101285,文卓,2
1355316,26101285,张冰倩,2
1407880,26101285,黎真安,2
1fec089c-304b-4611-a65d-541a40b60217,26101285,韩金明,2
1326048,26101285,潘彦妃,2
40065aad-b579-433a-bfbe-894ed3fc64a8,26101285,姜迪,2
1351033,26101285,婉儿,2
b53ca86e-dd14-44cc-a4c8-092f92d36b88,26101285,侯乃森,2
8621ff20-433b-4960-95e4-9e1e22b5c7cc,26101285,朱晓婉,2
5728ed71-33c8-417a-9317-96dd9e78f29a,26101285,杨韵然,2
1350010,26101285,徐小琴,2
2ee3ace9-eb37-4d18-92c3-ea5b22c09095,26101285,程相武,2
a68d8a75-a65f-4b64-bd42-e3cc6f6c5e80,26101285,杜以兵,2
0d1f785e-fa04-4bca-ab4a-991be1799ae9,26101285,李元启,2
6160a456-397e-4e97-88d1-6cb54dd0fec1,26101285,李鹏,2
f9bb92d7-a06a-4a72-ba3f-e22ef060ac87,26101285,陈夏平,2
43b5ea91-866e-42c0-b46f-ecb0a904f906,26101285,韦育民,2
1343597,26101285,耿黎明,2
008a09ca-bc8b-491d-a266-68914e8c00e0,26101285,吴莉,2
cf3fe9b2-a7ba-4f7d-af11-a7558586d06c,26101285,王瑛,2
eeff1ea5-22fc-415d-b7b6-d690fbacc75b,26101285,魏子墨,2
dab52c7e-ff78-4601-9d5a-6cf41f1e80e4,26101285,朱二飞,2
ba367cb6-5da0-42e1-b15b-29417d544e90,26101285,李荣波,2
92746556-5a35-4fec-b4a7-c616e15fa70b,26101285,周莉莎,2
13094d02-f8a0-40a6-b28b-ede0e5159676,26101285,王国庆,2
14c1f75a-8636-4251-9162-47e702fc8d37,26101285,郭会民,2
07f9c512-fd86-43b1-8bd5-6168b70091d7,26101285,薛宾,2
a4dc2938-98af-46cd-bf68-e6e45fcae4e6,26101285,胡帼雄,2
1402571,26101285,张举举,2
1413513,26101285,赵梓含,2
2faf74e9-0d11-4b08-bc7e-83f5c26bfebd,26101285,张小明,2
e33083e6-1936-4803-8603-02e2c9ddf483,26101285,满强,2
2fb73b2d-b154-49cc-a9df-95c527572b32,26101285,谢昌定,2
51ccbd42-ed72-464d-880c-b50d1920f811,26101285,王强,2
a4a3496f-f768-4efb-9329-38053e73bcc0,26101285,张泽,2
d41d2dd4-efdf-43da-95da-068cfb0c1b5b,26101285,冯晋宏,2
11edc37f-4980-4e80-bb3c-6169935cf6c7,26101285,雷清迏,2
82a98c46-5642-4bc6-8dd7-0d05e0bf4912,26101285,孙博,2
70fa6cfc-a15f-4699-b29d-1085a1ef1913,26101285,石翔龙,2
4972e2d0-18da-4320-a4fb-707fad596cb4,33465024,黄楚越,0
27edd4bc-e043-4e0b-a6f8-9d8bd18d8b23,33465024,黄楚越,1
b8a51165-07a5-4b54-9459-93ca077d5c1f,33465024,李泓洁,2
7c435161-04b7-466f-b39e-78176f486534,33465024,邓耀东,2
f387a941-11ec-495a-8dad-0c63348afcf4,33465024,杨光敏,2
4cc69eac-4bd5-4ccb-a732-6368aa9197b3,27611696,오윤환,0
1335689,27611696,刘宪华,2
1386576,27611696,郑世云,2
a4bdd4e9-364f-4946-8051-e73329a57c94,27611696,朴正炫,2
d6c1b4a2-aeab-4222-a769-672f7b18d9be,27611696,金润雅,2
13d991b3-6cab-4945-a87c-3e5588b05c31,27611696,河琳,2
517d89bb-ae08-4ce4-9ed5-1256d7eb355f,27611696,尹健,2
213d37c7-a583-4c57-8c72-c370c220fd89,27611696,李善圭,2
736899f2-df75-498f-ae81-61397efaf17a,27611696,Roy Kim,2
52c9ad72-81f4-4160-a13b-7486bc100bd4,27611696,李秀贤,2
3d4f5d61-d815-4b05-a801-37564b5d9254,27611696,金相祐,2
d140f577-5ee5-4d29-8079-ca8cc6d78b85,30366554,史慕凡,0
c65d066a-f183-440a-9583-c4969ae730ab,30366554,Akemi Look,2
d758c909-9e95-401e-b2f3-f2042fb66a0b,30366554,George Cheung,2
4fd58ce7-a7b5-4fd3-b83d-cf9776ae86fb,30161297,Leo Telling,0
dfa04e75-2e67-4aef-8cbd-9a4978d590bc,30161297,Tom Ajamie,2
816699b1-b953-4d45-9150-e56cf0d010d4,30161297,Ken Auletta,2
1321766,30161297,杰西卡·巴斯,2
1066115,30161297,A.J.班扎,2
61a8cfc9-13b6-458d-acc2-9fc200622e94,30161297,Zoe Brock,2
1221663,30161297,Tina Brown,2
fcf70acf-65b6-40d4-8f2c-e5f4fe816f1d,30161297,Paula Bryszki,2
f06e1d2b-4ba9-4a7f-8a32-3019dc5c41e5,30161297,Adam Ciralsky,2
1005774,30161297,佩内洛普·克鲁兹,2
e8830261-e64b-46a7-940a-4d6b7c2ac11b,30161297,Ronan Farrow,2
54caa204-e5aa-4ef5-8faf-404d84c04f65,30161297,Stephen Gillers,2
007efdf6-425a-4b4d-825c-9b36c8f0735f,30161297,Ambra Battilana Gutierrez,2
1113663,30161297,凯瑟琳 · 肯德尔,2
75fa9a47-f989-4076-bc21-51c8688e3477,30161297,Kim Masters,2
a6868f5e-0a33-4ad4-8b53-e7e8809f4c91,30161297,Robert J. McCarthy,2
12af4d23-5b80-403c-8028-339c04bab8aa,30161297,Larry McShane,2
b4f7480b-acd5-49cd-ac35-dd65d8ad44cd,30161297,Kadian Noble,2
1018985,30161297,格温妮斯·帕特洛,2
5ffd26d4-a238-46da-8fb0-bff9ed26b559,30161297,Zelda Perkins,2
1344970,30161297,Terry Press,2
1a5173fb-3fac-4ec2-a2c7-976c291bc949,30161297,Eric Schneiderman,2
1296995,30161297,凯茜·舒尔曼,2
1054437,30161297,梅丽尔·斯特里普,2
fb46318e-602f-4e24-a466-deb69d9185a0,30161297,Megan Twohey,2
30d50352-9eb2-4799-9e4e-ba078e8f9d3d,30161297,Benjamin Wallace,2
1013814,30161297,艾米丽·沃森,2
1050494,30161297,保罗·韦伯斯特,2
1054304,30161297,哈维·韦恩斯坦,2
1041118,30161297,肖恩·杨,2
1327196,26913955,陈嘉鸿,0
1363529,26913955,郭琳媛,1
d5ca0a36-4fb4-4d57-85a6-91e1dec91480,26913955,何凌,1
1416006,26913955,周铨,1
1396068,26913955,李尧,1
5373e89c-7352-4257-ab32-d28a82359b3a,26913955,张曼璐,1
21f1b00e-1629-4408-9b40-a6da623463c0,26913955,王英曜,1
42ab0751-44c5-4bff-a658-4b2028e28889,26913955,练青,1
1354373,26913955,刘冬沁,2
1344500,26913955,刘畅,2
1327598,26913955,于莎莎,2
1317759,26913955,杨凯淳,2
1312734,26913955,王辉,2
1378591,26913955,李逸男,2
1338954,26913955,盛朗熙,2
1381098,26913955,要武,2
454a87ca-e705-4d4d-8d61-7dd64e623cfb,27613081,矢立きょう,0
1037590,27613081,福山润,2
1274377,27613081,神谷浩史,2
1274454,27613081,中村悠一,2
1019264,27613081,樱井孝宏,2
1020667,27613081,早见沙织,2
1035537,27613081,杉山纪彰,2
1292388,30320515,丹尼尔·蒙宗,0
1285615,30320515,豪尔赫·格力加耶切瓦利亚,1
1292388,30320515,丹尼尔·蒙宗,1
1027448,30320515,路易斯·托萨尔,2
1000585,30320515,罗德里戈·德拉·塞尔纳,2
1076827,30320515,斯蒂芬妮·卡约,2
1131501,30320515,琼·佩拉,2
1133087,30320515,格洛里亚·穆诺兹,2
1412944,30320515,艾丽西亚·费尔南德斯,2
f462c518-d066-4b22-9d28-212db7a9b91e,30419865,A.M. Lukas,0
20a81fd7-407a-41c4-87ca-1b67d29eeef5,30419865,A.M. Lukas,1
1255949,30253289,Shane Houghton,0
1255949,30253289,Shane Houghton,1
1351392,30253289,玛莉芙·赫林顿,2
1106962,30253289,鲍勃·乔尔斯,2
1352883,30253289,安娜·阿卡娜,2
1191469,30253289,劳拉·贝莉,2
1120547,30253289,斯科特·门维尔,2
1185863,30253289,罗杰·克莱格·史密斯,2
d9ea3ec9-5af3-4346-9297-c55baf485383,30359968,马壮,0
9b08fe93-85bc-46aa-b465-61f30cb14cf8,27624639,艾莉莎·米兰诺,2
11441b92-7154-40ab-9346-20c318aaa02f,27624639,乔治娜·查普曼,2
7243e3d2-a45b-40a4-b6a5-7db5aca02504,27624639,艾萨克·麦兹拉西,2
1401587,34834645,珀西瓦尔·M·伊塔兰,0
feb2287f-5c95-46ab-a625-091b6eaea2ac,34834645,Jun Lana,1
5ceca949-9a19-4152-a60f-cf4c28f0be2d,34834645,Janella Salvador,2
15cb23ad-5321-4845-a409-87e3289c25e1,34834645,Elmo Magalona,2
dc3f49df-db36-4812-82ff-c051303909e6,34834645,Kiko Estrada,2
1010457,27621741,麦斯·布鲁格,0
ff387cda-832d-4a31-9988-074eaa50cf3f,27621741,Lærke Sanderhoff,1
bce53787-c97c-4050-8ab8-761ed813e062,27621741,Frederik Cilius,2
f4e9f4af-6ac9-45bc-acd9-9964b26ff4f0,27621741,Flemming Sørensen,2
c9981be9-2540-492d-8e4c-7d3e66604064,27621741,Rasmus Bruun,2
8e913876-069b-4a6b-9090-028e7291f2fc,27621741,Vibeke Manniche,2
78176991-f37b-4312-a112-6b764e7b07e7,27621741,Mohamed Ali Osman,2
76339d24-20bf-4ebb-bf32-b71530b3348f,30238428,小林智樹,0
8a800dc2-16e0-428c-937a-dac94e97f80f,30238428,菅宗光,1
1329749,30238428,种田梨沙,2
1017047,30238428,柚木凉香,2
1019908,30238428,泽城美雪,2
1018687,30238428,钉宫理惠,2
1319659,30238428,桐井大介,2
1042710,30238428,渡边明乃,2
66847348-3dd0-4886-a57a-83a3711c777c,30313861,黄梓航,0
c99d8379-e69a-45fe-bc0f-b6c2c95daa5c,30313861,黄梓航,1
b382b919-b8a5-4afa-bbdd-301cc0095b1c,30313861,汪廷智,2
e9558f4f-526c-4bd4-973e-3f7aa9e16955,30313861,贺盼盼,2
a2e422be-fe47-4db0-b995-b07e333784ff,30313861,张舸,2
739738ac-de57-48fa-9e57-0298a1d2e531,26870570,KIM Il-rhan,0
baf3a58f-ff30-4449-926a-050a1ebff9bd,30156349,郝万军,0
11618c1a-6072-4618-a6ec-4a4b72948b48,30156349,王俊毅,2
1364134,30156349,唐熙,2
1313274,30156349,赵文琪,2
1374585,30156349,金钊,2
1333962,30156349,司源,2
9424dc45-ce08-4f64-9048-8f60c58fa3ab,30156349,沈佳,2
e6e17d2c-89d1-4238-87a5-f47c7da107de,30150738,李卓谦,2
0d869b16-44cb-4c0d-aa97-5771438b1cf7,30150738,陈沛珈,2
97af9d90-2472-470e-b024-f860c8ee46e5,30148177,瀬田なつき,0
1377959,30148177,吹原幸太,1
b75e4179-86f7-4b8a-891d-ca9cdf31b7bd,30148177,保木本真也,1
1350783,30148177,福原遥,2
1333708,30148177,中村友梨香,2
1348611,30148177,永尾玛利亚,2
1362157,27086955,李鼎,0
fee03ef7-35a8-4b99-8465-19beef84b2d6,27086955,杨孟嘉,1
1341951,27086955,郑人硕,2
1312994,27086955,李亦捷,2
1331895,27086955,陈慕义,2
1370156,27086955,吴佳珊,2
1376880,27086955,杨镇,2
1348628,27086955,吴震亚,2
e68578f7-67a7-4182-b6db-df09b0c78926,30283296,野田悠介,0
1358549,30283296,金沢达也,1
1313718,30283296,新木优子,2
1345900,30283296,成田凌,2
1002071,30283296,有冈大贵,2
1343099,30283296,马场富美加,2
1009777,30283296,椎名桔平,2
1387734,30126686,德鲁·林特,0
1387734,30126686,德鲁·林特,1
eb67c9f1-0b0f-47b7-8587-9ce0694361b9,30126686,Antoine Lahaie,2
7da4c949-bce0-4c77-b5cd-a38f06445dd2,30126686,Nicolas Maxim Endlicher,2
1c2fcdf7-87c8-444a-9963-35b086ea3ae1,30126686,Nina Kettiger,2
a1fd4a15-5137-4879-9bf9-f5c12daf7aba,30126686,Vika Kirchenbauer,2
0c08480e-7b2f-4fe2-98ff-4fda7fafa459,30126686,Lynn Lahaie,2
da1ceaee-7032-4165-910e-e8e6c75ce82b,30126686,Ahmad Larnes,2
2c2bf39d-6ea6-4294-8d9d-0bc83e4affb2,30126686,Antonio Onio,2
4b111547-163c-442b-9585-9ea1d5b210ee,30126686,Ivan Rueda,2
863e5db3-4a94-4270-8ab7-8172ebf71244,30126686,Paul Auls,2
2ee614fb-a47b-4f8e-a71c-f3b18dd74006,30126686,Filip Samuel Berg,2
7c94b6ab-8827-4f36-a281-45cdc250977a,30126686,Kévin Thomé de Souza,2
cfbeb218-5827-4b97-b7e5-ac517e3e716c,30126686,Søren Drastrup,2
cc98b10c-0b25-44da-88f4-c5321552e112,30126686,Ali Esfahani,2
64af245e-9db9-4239-875c-c46dcea4e812,30126686,Valeria Farina,2
1d647383-ec09-47cb-8889-4ecc9c20918e,30126686,Luca Fuchs,2
1387734,30126686,德鲁·林特,2
1313841,30371772,陈赫,2
1274242,30371772,黄渤,2
1337020,30371772,吴谨言,2
1355326,30371772,王鹤润,2
1275262,30371772,热依扎,2
1000120,30371772,米兰达·可儿,2
1018260,30371772,阿伦·艾弗森,2
1341979,30371772,渡边直美,2
1359633,30371772,马云,2
1340022,30371772,易烊千玺,2
1033011,30371772,杨颖,2
1021994,30371772,玛丽亚·凯莉,2
1274294,30371772,秦岚,2
5fb95dfb-9502-4296-86bf-18cff403dc47,30337041,Wallace Brothers,0
9951dbb9-e69f-4c17-a8bf-bce9b44a8ed3,30337041,Jacoby Bancroft,1
872cdca5-9645-4eca-863b-306620848e4c,30337041,Jeffrey Giles,1
664df7ad-8fc7-40fe-84ee-5c4c203e6fbb,30337041,Michael Lurie,1
5d070d83-02f3-4a0d-ae2e-0ca882c3e466,30337041,C.J. Baker,2
93f00784-6cbb-4d28-8d49-ce150e12b568,30337041,Ethan McDowell,2
1315285,30337041,爱德华多·古斯特斯,2
8ce6f761-6004-4d1f-b3da-6c25c8456a22,30337041,Gregory Niebel,2
a98bbc69-2e59-4b72-a06c-a40b1ba8d2ff,30337041,Whitney Nielsen,2
1391631,30194752,阿里·阿巴西,0
1312510,30194752,约翰·艾维德·林德奎斯特,1
1391631,30194752,阿里·阿巴西,1
1393564,30194752,伊莎贝拉·爱卡洛芙,1
1393565,30194752,埃娃·梅兰德,2
1357946,30194752,埃罗·米洛诺夫,2
1370999,30194752,约根·托尔松,2
1137311,30194752,安·彼得伦,2
1124552,30194752,斯坦·伦格伦,2
1349699,30194752,马蒂·博斯泰特,2
1243103,30194752,维克托·奥克布卢姆-尼尔松,2
1222032,30194752,纳塔莉 明妮威克,2
b412bf07-8921-49f6-be02-7990bca77b5f,30300835,Barbara Miller,0
1355104,30181439,崔俊杰,0
53cff87a-8016-48ea-9ff7-8ff19dbc7366,30181439,李铭,1
8581e302-aec3-4387-99f4-0890ca974f5e,30181439,王龙,2
1355098,30181439,张家豪,2
7687d049-fdac-4988-8ecb-b9e513fb9a2e,30181439,成红,2
1276013,30181439,毛毛,2
1336625,30181439,杨树林,2
1355097,30181439,宋晓峰,2
1317627,30181439,关婷娜,2
1351426,30181439,文松,2
81e7fb37-6c2f-4060-bdec-b6559603cccb,30181439,王金龙,2
1355101,30181439,孙小飞,2
1054407,26999488,三池崇史,0
1360827,26999488,八津弘幸,1
1006330,26999488,东野圭吾,1
1178655,26999488,樱井翔,2
1328056,26999488,广濑铃,2
1315081,26999488,福士苍汰,2
1327626,26999488,冈本多绪,2
1298847,26999488,高岛政伸,2
1045964,26999488,志田未来,2
1175193,26999488,佐藤江梨子,2
1023592,26999488,檀丽,2
1014473,26999488,玉木宏,2
1042693,26999488,中川雅也,2
1032989,26999488,丰川悦司,2
e9f8a4b8-c812-4ae4-9e2e-0e1dae5f24ff,26860039,Aew Aumpaiporn,0
6e80bd1f-3f0c-4068-a8a7-d6482ba79971,26860039,Nuttiya Sirakornwilai,1
1313322,26860039,纳得克·库吉米亚,2
1316779,26860039,尤拉萨雅·斯帕邦德,2
1395627,30234548,阿尔巴·索拖拉,0
1395628,30234548,Jesper Osmund,1
1395627,30234548,阿尔巴·索拖拉,1
1387250,27006827,濑藤健嗣,0
1332414,27006827,高桥龙也,1
1314505,27006827,浦畑达彦,1
1387251,27006827,关根明子,1
1275105,27006827,竹达彩奈,2
1321489,27006827,佐仓绫音,2
1377999,27006827,鬼头明里,2
1317501,27006827,原由实,2
1274454,27006827,中村悠一,2
1329960,30238372,龙俊亨,2
1347876,30238372,梁耀燮,2
1315044,30238372,尹斗俊,2
1316633,30238372,李起光,2
f3a23ad1-9b2d-4e48-8c0d-936be6a58708,30238372,孙东云  Son Dong Woon,2
bed1b536-e6bf-4d0e-bfd3-1a0bf1c002cb,27045739,阿尔托·哈洛宁 Arto Halonen,0
1017036,27045739,阿尔托·哈洛宁,1
1032805,27045739,皮鲁·埃斯贝克,2
1017919,27045739,乔什·卢卡斯,2
1339629,27045739,赛伦·梅尔维尔,2
1189494,27045739,帕梅拉·托拉,2
1025225,27045739,拉德·舍博德兹加,2
916d3a41-1aaa-4946-af2a-2cb326c7e9f4,27045739,Christopher Fulford,2
5de70c67-1631-4771-8ffa-0d681c557b4b,27045739,Johannes Lassen,2
1055007,27045739,米科·诺西艾南,2
2e5a4979-abb2-4107-8d21-4304427e3b9e,27045739,Sara Soulié,2
6d3b309b-1caa-49d8-a03c-859884c443a2,27045739,Rok Cvetkov,2
1036838,30346121,阿格涅什卡·斯莫琴斯卡,0
1407991,30346121,达里乌斯·格拉泽,1
1407108,30346121,约书亚·隆恩,1
1406175,30346121,马切伊·穆西尔,1
1010837,30346121,罗伯特·温茨凯维奇,2
1406175,30346121,马切伊·穆西尔,2
1359297,30346121,米卡丽娜·欧赞思佳,2
1078738,30346121,安杰列·查拉,2
1348532,30346121,索菲亚·威奇拉克斯,2
1407992,30346121,阿格涅斯卡·祖卢夫斯卡,2
1062190,30346121,伊娃·布拉什奇克,2
1162713,30346121,米洛斯拉夫·兹布罗邹维奇,2
1104792,30346121,沃伊切赫·卡拉罗斯,2
1374191,30346121,托马斯·洛索,2
1038660,30346121,伊黛塔·奥丝佐卡,2
1036706,30346121,克里夫·罗素,2
1263347,30346121,马太乌兹·科西基维奇,2
1368219,30346121,塞巴斯蒂安·波拉克,2
1348643,30346121,菲利普·古拉克斯,2
1197407,30346121,马尔钦·博萨克,2
1391935,30346121,克拉拉·比拉瓦卡,2
1185723,30346121,亚历克桑德拉·贾斯塔,2
1323716,30346121,大卫·普莱斯,2
1231272,30346121,海伦娜·苏耶茨卡,2
1373951,30346121,罗曼·斯勾勒斯基,2
1318593,27604258,大友启史,0
1345696,27604258,川村元气,1
1418794,27604258,渡部辰城,1
1318593,27604258,大友启史,1
1227580,27604258,佐藤健,2
1275907,27604258,高桥一生,2
1327137,27604258,黑木华,2
1004857,27604258,泽尻英龙华,2
1349142,27604258,池田依来沙,2
1045190,27604258,藤原龙也,2
1012650,27604258,北村一辉,2
f7219f0f-29fd-4788-9a4b-f84f20814240,30459528,花音,2
40e36a6b-1a08-4655-bce8-f3e64b84da92,30459528,熊木陆斗,2
f7bf7ad1-cc1a-428d-8cbe-1033cf9dbd37,30459528,佐藤ﾐｹ-ﾗ,2
823b4e9f-7bcf-4cc8-a838-16b34d1e426b,30459528,佐分利真由奈,2
c9eba756-d26f-4e03-8f0f-16b7a7c16ca7,30459528,七濑公,2
a8840b1a-33a3-42e1-86ef-86c60cfab5b9,30459528,兵头功海,2
e8117dec-89ca-4ba9-85df-279d4c05f699,30459528,圣贵,2
aeafa61d-79ba-428c-931b-e268083415f6,30459528,山崎萌香,2
7a96fc67-6451-422d-ad98-3d617c926e03,30394701,陈杳 杨俊平 李婷婷,0
2f62cfb2-7fe3-4fc9-8500-2211c98c64ae,30394701,阿个,1
620689f4-3f3b-4288-8cac-7404dee6c003,30394701,汪苏泷 臧鸿飞 李斯丹妮 品冠 张宇晨 BEJ48黄恩茹 常钰 BIN豆子 黄恩昱  李铭,2
8a16be9b-89bc-4d4b-aa3b-bab92e4d6fdc,30280006,盤菜瑩子,2
22c47faa-9a62-4e7f-b2a8-9c149438b196,30280006,杜汶澤,2
f2425c61-d777-43cd-af69-e5fe465173b1,30367689,Víctor Moreno,0
88b223e9-afdc-49ff-b253-7bf596afd662,30367689,Víctor Moreno,1
74d8a24e-da95-414b-9700-8948e7ef2b44,30367689,Rodrigo Rodríguez,1
8132b1d5-3ba8-47d9-9b2e-2e217f8b8157,30367689,Nayra Sanz Fuentes,1
1397015,27114204,朱晶,0
1397016,27114204,拿铁,1
1392395,27114204,石姝丽,1
1391896,27114204,张先童,2
1397017,27114204,李秋盛,2
1392027,27114204,曹彦锋,2
1392028,27114204,戚畅,2
b9cda1ac-546a-4852-ab15-456538b708a0,30302005,Zack Bernstein,1
c3eec11e-b1ac-485d-b5ae-b99786e136d3,30302005,Michael Capristo,1
ed07da40-0114-4a84-b138-f68864dc8bb3,30302005,Sam Clark,1
848cbbad-2a58-43a8-b9aa-79206c83b0b7,30302005,Justin Willman,2
fc20ac2c-a920-492a-a75e-31aef85246e2,30302005,Jillian Sipkins,2
dd2259db-6a26-4b63-8db3-1637c8fa7897,30302005,Erika Anderson,2
d49f7ff9-5cde-4b58-88a8-3190d8e1eb5b,30302005,Dana Byrne,2
79315b6e-8a2e-49c4-bb9c-395f3356831a,30302005,Dominic Delatorre,2
549af2c9-2e02-4738-b59e-853760fa71e5,30302005,Koko Hayashi,2
88ceb5ed-2599-442c-948c-5948e5037dfe,30302005,Shawn L. Holt,2
03d49328-faea-479b-a178-23afb62952d3,30302005,Dennis Hong,2
a9287d7f-9ee4-41f6-acaa-8bc4f4c50162,30302005,Courtney Hoyle,2
35436ce4-0e69-4a54-8305-e8dd0f7d32ac,30302005,Dan Lovell,2
1177235,30302005,Javin Reid,2
1139306,30302005,黛安·罗宾,2
1253357,30302005,Nathan Sawaya,2
1320965,30175221,梁德森,0
1320965,30175221,梁德森,1
1275343,30175221,夏菜,2
1315820,30175221,品川祐,2
1326269,30175221,罗霖,2
1028522,30175221,李灿森,2
9ccf3088-a6d3-4f81-b40f-4cf46b9183c7,30175221,夏超,2
3f2bb7f1-1e67-4b2d-b4b3-61f589705ebe,30175221,赵珂,2
1316641,30175221,绪方义博,2
1338965,30241896,帕金·康姆唯莱萨格,2
1399912,30241896,艾丽莎·坤匡,2
8ee3361d-8a53-49d3-9224-d0ce31ba0283,30241896,阿卡那·凌米查 Akarat Nimitchai,2
